"reference_date","location","horizon","target","target_end_date","output_type","output_type_id","value","model"
2022-10-01,"New Mexico",3,"wk inc flu hosp",2022-10-22,"quantile",0.5,9.02931782208987,"argo_detrend"
2022-10-01,"New York",0,"wk inc flu hosp",2022-10-01,"quantile",0.5,9.89402266254267,"argo_detrend"
2022-10-01,"New York",1,"wk inc flu hosp",2022-10-08,"quantile",0.5,9.61115406615487,"argo_detrend"
2022-10-01,"New York",2,"wk inc flu hosp",2022-10-15,"quantile",0.5,10.1341461033796,"argo_detrend"
2022-10-01,"New York",3,"wk inc flu hosp",2022-10-22,"quantile",0.5,7.98552904661149,"argo_detrend"
2022-10-01,"North Carolina",0,"wk inc flu hosp",2022-10-01,"quantile",0.5,19.8037361162136,"argo_detrend"
2022-10-01,"North Carolina",1,"wk inc flu hosp",2022-10-08,"quantile",0.5,17.731678578792,"argo_detrend"
2022-10-01,"North Carolina",2,"wk inc flu hosp",2022-10-15,"quantile",0.5,15.4437448602339,"argo_detrend"
2022-10-01,"North Carolina",3,"wk inc flu hosp",2022-10-22,"quantile",0.5,7.76510640144814,"argo_detrend"
2022-10-01,"North Dakota",0,"wk inc flu hosp",2022-10-01,"quantile",0.5,4.16104613535649,"argo_detrend"
2022-10-01,"North Dakota",1,"wk inc flu hosp",2022-10-08,"quantile",0.5,3.78192906434978,"argo_detrend"
2022-10-01,"North Dakota",2,"wk inc flu hosp",2022-10-15,"quantile",0.5,4.37670738184208,"argo_detrend"
2022-10-01,"North Dakota",3,"wk inc flu hosp",2022-10-22,"quantile",0.5,4.23547800003104,"argo_detrend"
2022-10-01,"Ohio",0,"wk inc flu hosp",2022-10-01,"quantile",0.5,23.9672850854076,"argo_detrend"
2022-10-01,"Ohio",1,"wk inc flu hosp",2022-10-08,"quantile",0.5,26.4691559749431,"argo_detrend"
2022-10-01,"Ohio",2,"wk inc flu hosp",2022-10-15,"quantile",0.5,31.7230402872876,"argo_detrend"
2022-10-01,"Ohio",3,"wk inc flu hosp",2022-10-22,"quantile",0.5,28.5828111727938,"argo_detrend"
2022-10-01,"Oklahoma",0,"wk inc flu hosp",2022-10-01,"quantile",0.5,15.7700921186276,"argo_detrend"
2022-10-01,"Oklahoma",1,"wk inc flu hosp",2022-10-08,"quantile",0.5,16.3672212814062,"argo_detrend"
2022-10-01,"Oklahoma",2,"wk inc flu hosp",2022-10-15,"quantile",0.5,14.7941153190965,"argo_detrend"
2022-10-01,"Oklahoma",3,"wk inc flu hosp",2022-10-22,"quantile",0.5,15.5468611397295,"argo_detrend"
2022-10-01,"Oregon",0,"wk inc flu hosp",2022-10-01,"quantile",0.5,5.95969998109018,"argo_detrend"
2022-10-01,"Oregon",1,"wk inc flu hosp",2022-10-08,"quantile",0.5,4.27571769015643,"argo_detrend"
2022-10-01,"Oregon",2,"wk inc flu hosp",2022-10-15,"quantile",0.5,3.1236815391862,"argo_detrend"
2022-10-01,"Oregon",3,"wk inc flu hosp",2022-10-22,"quantile",0.5,1.97998522460602,"argo_detrend"
2022-10-01,"Pennsylvania",0,"wk inc flu hosp",2022-10-01,"quantile",0.5,52.0160283659661,"argo_detrend"
2022-10-01,"Pennsylvania",1,"wk inc flu hosp",2022-10-08,"quantile",0.5,56.386844265062,"argo_detrend"
